#Anomalous Nernst coefficient  (A(m-1 K-1))
#column      1            2               3               4               5
#       Mu(eV)         T(K)       \alpha_xy       \alpha_yz       \alpha_zx
     -0.975556      188.750    0.928619E+00   -0.352168E-01   -0.919407E+00
     -0.975556      198.125    0.828395E+00   -0.372897E-01   -0.818441E+00
     -0.975556      207.500    0.729486E+00   -0.390960E-01   -0.718958E+00
     -0.975556      216.875    0.632440E+00   -0.406474E-01   -0.621491E+00
     -0.975556      226.250    0.537671E+00   -0.419561E-01   -0.526437E+00
     -0.975556      235.625    0.445479E+00   -0.430342E-01   -0.434083E+00
     -0.975556      245.000    0.356076E+00   -0.438940E-01   -0.344623E+00
     -0.975556      254.375    0.269598E+00   -0.445476E-01   -0.258178E+00
     -0.975556      263.750    0.186118E+00   -0.450070E-01   -0.174807E+00
     -0.975556      273.125    0.105662E+00   -0.452838E-01   -0.945227E-01
     -0.975556      282.500    0.282128E-01   -0.453898E-01   -0.172955E-01
     -0.975556      291.875   -0.462773E-01   -0.453362E-01    0.569337E-01
     -0.975556      301.250   -0.117883E+00   -0.451341E-01    0.128250E+00
     -0.975556      310.625   -0.186700E+00   -0.447944E-01    0.196756E+00
     -0.975556      320.000   -0.252838E+00   -0.443275E-01    0.262571E+00
     -0.973333       20.000    0.640325E+00    0.492685E-02   -0.646017E+00
     -0.973333       29.375    0.901730E+00    0.627800E-02   -0.909374E+00
     -0.973333       38.750    0.112438E+01    0.660940E-02   -0.113331E+01
     -0.973333       48.125    0.130335E+01    0.580127E-02   -0.131285E+01
     -0.973333       57.500    0.143767E+01    0.390353E-02   -0.144705E+01
     -0.973333       66.875    0.152938E+01    0.109450E-02   -0.153804E+01
     -0.973333       76.250    0.158246E+01   -0.238411E-02   -0.158993E+01
     -0.973333       85.625    0.160188E+01   -0.628456E-02   -0.160778E+01
     -0.973333       95.000    0.159284E+01   -0.103890E-01   -0.159694E+01
     -0.973333      104.375    0.156037E+01   -0.145249E-01   -0.156255E+01
     -0.973333      113.750    0.150906E+01   -0.185657E-01   -0.150930E+01
     -0.973333      123.125    0.144296E+01   -0.224254E-01   -0.144130E+01
     -0.973333      132.500    0.136553E+01   -0.260494E-01   -0.136207E+01
     -0.973333      141.875    0.127970E+01   -0.294066E-01   -0.127459E+01
     -0.973333      151.250    0.118788E+01   -0.324818E-01   -0.118129E+01
     -0.973333      160.625    0.109208E+01   -0.352707E-01   -0.108419E+01
     -0.973333      170.000    0.993904E+00   -0.377757E-01   -0.984904E+00
     -0.973333      179.375    0.894658E+00   -0.400033E-01   -0.884733E+00
     -0.973333      188.750    0.795383E+00   -0.419627E-01   -0.784709E+00
     -0.973333      198.125    0.696902E+00   -0.436639E-01   -0.685647E+00
     -0.973333      207.500    0.599858E+00   -0.451178E-01   -0.588174E+00
     -0.973333      216.875    0.504746E+00   -0.463357E-01   -0.492771E+00
     -0.973333      226.250    0.411938E+00   -0.473285E-01   -0.399795E+00
     -0.973333      235.625    0.321707E+00   -0.481076E-01   -0.309503E+00
     -0.973333      245.000    0.234240E+00   -0.486840E-01   -0.222068E+00
     -0.973333      254.375    0.149659E+00   -0.490687E-01   -0.137598E+00
     -0.973333      263.750    0.680290E-01   -0.492726E-01   -0.561436E-01
     -0.973333      273.125   -0.106330E-01   -0.493067E-01    0.222898E-01
     -0.973333      282.500   -0.863461E-01   -0.491815E-01    0.977328E-01
     -0.973333      291.875   -0.159160E+00   -0.489077E-01    0.170246E+00
     -0.973333      301.250   -0.229150E+00   -0.484957E-01    0.239912E+00
     -0.973333      310.625   -0.296409E+00   -0.479557E-01    0.306834E+00
     -0.973333      320.000   -0.361047E+00   -0.472976E-01    0.371127E+00
     -0.971111       20.000    0.607758E+00   -0.576859E-03   -0.612106E+00
     -0.971111       29.375    0.851538E+00   -0.125653E-02   -0.857206E+00
     -0.971111       38.750    0.105541E+01   -0.253193E-02   -0.106177E+01
     -0.971111       48.125    0.121550E+01   -0.453514E-02   -0.122192E+01
     -0.971111       57.500    0.133194E+01   -0.724561E-02   -0.133785E+01
     -0.971111       66.875    0.140771E+01   -0.105269E-01   -0.141263E+01
     -0.971111       76.250    0.144733E+01   -0.141887E-01   -0.145091E+01
     -0.971111       85.625    0.145597E+01   -0.180395E-01   -0.145796E+01
     -0.971111       95.000    0.143880E+01   -0.219165E-01   -0.143906E+01
     -0.971111      104.375    0.140064E+01   -0.256970E-01   -0.139912E+01
     -0.971111      113.750    0.134576E+01   -0.292971E-01   -0.134250E+01
     -0.971111      123.125    0.127787E+01   -0.326649E-01   -0.127294E+01
     -0.971111      132.500    0.120010E+01   -0.357717E-01   -0.119363E+01
     -0.971111      141.875    0.111505E+01   -0.386057E-01   -0.110720E+01
     -0.971111      151.250    0.102489E+01   -0.411649E-01   -0.101582E+01
     -0.971111      160.625    0.931368E+00   -0.434537E-01   -0.921255E+00
     -0.971111      170.000    0.835916E+00   -0.454800E-01   -0.824934E+00
     -0.971111      179.375    0.739687E+00   -0.472531E-01   -0.728002E+00
     -0.971111      188.750    0.643600E+00   -0.487831E-01   -0.631372E+00
     -0.971111      198.125    0.548388E+00   -0.500801E-01   -0.535764E+00
     -0.971111      207.500    0.454625E+00   -0.511541E-01   -0.441739E+00
     -0.971111      216.875    0.362755E+00   -0.520148E-01   -0.349726E+00
     -0.971111      226.250    0.273115E+00   -0.526720E-01   -0.260050E+00
     -0.971111      235.625    0.185953E+00   -0.531352E-01   -0.172942E+00
     -0.971111      245.000    0.101443E+00   -0.534140E-01   -0.885639E-01
     -0.971111      254.375    0.196953E-01   -0.535179E-01   -0.701343E-02
     -0.971111      263.750   -0.592284E-01   -0.534565E-01    0.716608E-01
     -0.971111      273.125   -0.135311E+00   -0.532394E-01    0.147452E+00
     -0.971111      282.500   -0.208569E+00   -0.528762E-01    0.220388E+00
     -0.971111      291.875   -0.279049E+00   -0.523765E-01    0.290523E+00
     -0.971111      301.250   -0.346821E+00   -0.517500E-01    0.357936E+00
     -0.971111      310.625   -0.411972E+00   -0.510060E-01    0.422722E+00
     -0.971111      320.000   -0.474607E+00   -0.501539E-01    0.484990E+00
     -0.968889       20.000    0.556690E+00   -0.621025E-02   -0.559354E+00
     -0.968889       29.375    0.775810E+00   -0.905084E-02   -0.779058E+00
     -0.968889       38.750    0.955435E+00   -0.120653E-01   -0.958717E+00
     -0.968889       48.125    0.109280E+01   -0.153676E-01   -0.109560E+01
     -0.968889       57.500    0.118908E+01   -0.189522E-01   -0.119096E+01
     -0.968889       66.875    0.124790E+01   -0.227233E-01   -0.124854E+01
     -0.968889       76.250    0.127410E+01   -0.265497E-01   -0.127327E+01
     -0.968889       85.625    0.127279E+01   -0.303061E-01   -0.127038E+01
     -0.968889       95.000    0.124887E+01   -0.338953E-01   -0.124484E+01
     -0.968889      104.375    0.120674E+01   -0.372531E-01   -0.120113E+01
     -0.968889      113.750    0.115024E+01   -0.403441E-01   -0.114314E+01
     -0.968889      123.125    0.108262E+01   -0.431543E-01   -0.107414E+01
     -0.968889      132.500    0.100658E+01   -0.456839E-01   -0.996862E+00
     -0.968889      141.875    0.924370E+00   -0.479409E-01   -0.913576E+00
     -0.968889      151.250    0.837836E+00   -0.499372E-01   -0.826127E+00
     -0.968889      160.625    0.748483E+00   -0.516857E-01   -0.736019E+00
     -0.968889      170.000    0.657537E+00   -0.531991E-01   -0.644473E+00
     -0.968889      179.375    0.565989E+00   -0.544888E-01   -0.552473E+00
     -0.968889      188.750    0.474641E+00   -0.555653E-01   -0.460811E+00
     -0.968889      198.125    0.384135E+00   -0.564380E-01   -0.370114E+00
     -0.968889      207.500    0.294980E+00   -0.571153E-01   -0.280881E+00
     -0.968889      216.875    0.207575E+00   -0.576052E-01   -0.193496E+00
     -0.968889      226.250    0.122228E+00   -0.579154E-01   -0.108255E+00
     -0.968889      235.625    0.391687E-01   -0.580535E-01   -0.253748E-01
     -0.968889      245.000   -0.414386E-01   -0.580271E-01    0.549928E-01
     -0.968889      254.375   -0.119484E+00   -0.578441E-01    0.132750E+00
     -0.968889      263.750   -0.194906E+00   -0.575124E-01    0.207844E+00
     -0.968889      273.125   -0.267680E+00   -0.570402E-01    0.280261E+00
     -0.968889      282.500   -0.337817E+00   -0.564361E-01    0.350021E+00
     -0.968889      291.875   -0.405353E+00   -0.557084E-01    0.417168E+00
     -0.968889      301.250   -0.470349E+00   -0.548657E-01    0.481769E+00
     -0.968889      310.625   -0.532883E+00   -0.539168E-01    0.543909E+00
     -0.968889      320.000   -0.593048E+00   -0.528703E-01    0.603686E+00
     -0.966667       20.000    0.486582E+00   -0.117466E-01   -0.487243E+00
     -0.966667       29.375    0.674119E+00   -0.168080E-01   -0.674535E+00
     -0.966667       38.750    0.824357E+00   -0.216470E-01   -0.824100E+00
     -0.966667       48.125    0.935645E+00   -0.263242E-01   -0.934344E+00
     -0.966667       57.500    0.100997E+01   -0.308303E-01   -0.100735E+01
     -0.966667       66.875    0.105136E+01   -0.351072E-01   -0.104726E+01
     -0.966667       76.250    0.106459E+01   -0.390874E-01   -0.105895E+01
     -0.966667       85.625    0.105448E+01   -0.427206E-01   -0.104730E+01
     -0.966667       95.000    0.102539E+01   -0.459830E-01   -0.101676E+01
     -0.966667      104.375    0.981174E+00   -0.488753E-01   -0.971204E+00
     -0.966667      113.750    0.925056E+00   -0.514149E-01   -0.913884E+00
     -0.966667      123.125    0.859740E+00   -0.536290E-01   -0.847518E+00
     -0.966667      132.500    0.787457E+00   -0.555474E-01   -0.774343E+00
     -0.966667      141.875    0.710042E+00   -0.571988E-01   -0.696192E+00
     -0.966667      151.250    0.629002E+00   -0.586085E-01   -0.614569E+00
     -0.966667      160.625    0.545576E+00   -0.597976E-01   -0.530702E+00
     -0.966667      170.000    0.460777E+00   -0.607829E-01   -0.445598E+00
     -0.966667      179.375    0.375439E+00   -0.615776E-01   -0.360078E+00
     -0.966667      188.750    0.290244E+00   -0.621917E-01   -0.274812E+00
     -0.966667      198.125    0.205748E+00   -0.626334E-01   -0.190345E+00
     -0.966667      207.500    0.122402E+00   -0.629091E-01   -0.107116E+00
     -0.966667      216.875    0.405657E-01   -0.630248E-01   -0.254718E-01
     -0.966667      226.250   -0.394753E-01   -0.629857E-01    0.543132E-01
     -0.966667      235.625   -0.117503E+00   -0.627973E-01    0.132032E+00
     -0.966667      245.000   -0.193354E+00   -0.624651E-01    0.207532E+00
     -0.966667      254.375   -0.266917E+00   -0.619951E-01    0.280711E+00
     -0.966667      263.750   -0.338121E+00   -0.613935E-01    0.351507E+00
     -0.966667      273.125   -0.406931E+00   -0.606672E-01    0.419894E+00
     -0.966667      282.500   -0.473346E+00   -0.598231E-01    0.485877E+00
     -0.966667      291.875   -0.537389E+00   -0.588688E-01    0.549486E+00
     -0.966667      301.250   -0.599106E+00   -0.578117E-01    0.610773E+00
     -0.966667      310.625   -0.658561E+00   -0.566598E-01    0.669808E+00
     -0.966667      320.000   -0.715835E+00   -0.554208E-01    0.726673E+00
     -0.964444       20.000    0.397827E+00   -0.170276E-01   -0.396210E+00
     -0.964444       29.375    0.547279E+00   -0.242942E-01   -0.544522E+00
     -0.964444       38.750    0.663537E+00   -0.309808E-01   -0.659368E+00
     -0.964444       48.125    0.745977E+00   -0.370623E-01   -0.740202E+00
     -0.964444       57.500    0.797117E+00   -0.425081E-01   -0.789647E+00
     -0.964444       66.875    0.821003E+00   -0.472933E-01   -0.811854E+00
     -0.964444       76.250    0.822068E+00   -0.514174E-01   -0.811337E+00
     -0.964444       85.625    0.804496E+00   -0.549101E-01   -0.792334E+00
     -0.964444       95.000    0.771948E+00   -0.578262E-01   -0.758536E+00
     -0.964444      104.375    0.727504E+00   -0.602347E-01   -0.713034E+00
     -0.964444      113.750    0.673703E+00   -0.622083E-01   -0.658363E+00
     -0.964444      123.125    0.612622E+00   -0.638156E-01   -0.596592E+00
     -0.964444      132.500    0.545959E+00   -0.651164E-01   -0.529407E+00
     -0.964444      141.875    0.475113E+00   -0.661597E-01   -0.458191E+00
     -0.964444      151.250    0.401237E+00   -0.669836E-01   -0.384083E+00
     -0.964444      160.625    0.325293E+00   -0.676166E-01   -0.308031E+00
     -0.964444      170.000    0.248086E+00   -0.680789E-01   -0.230826E+00
     -0.964444      179.375    0.170292E+00   -0.683846E-01   -0.153130E+00
     -0.964444      188.750    0.924784E-01   -0.685433E-01   -0.754994E-01
     -0.964444      198.125    0.151231E-01   -0.685612E-01    0.160063E-02
     -0.964444      207.500   -0.613759E-01   -0.684429E-01    0.777831E-01
     -0.964444      216.875   -0.136689E+00   -0.681915E-01    0.152729E+00
     -0.964444      226.250   -0.210549E+00   -0.678102E-01    0.226180E+00
     -0.964444      235.625   -0.282741E+00   -0.673020E-01    0.297932E+00
     -0.964444      245.000   -0.353100E+00   -0.666704E-01    0.367828E+00
     -0.964444      254.375   -0.421504E+00   -0.659194E-01    0.435753E+00
     -0.964444      263.750   -0.487869E+00   -0.650537E-01    0.501631E+00
     -0.964444      273.125   -0.552147E+00   -0.640786E-01    0.565420E+00
     -0.964444      282.500   -0.614317E+00   -0.629999E-01    0.627105E+00
     -0.964444      291.875   -0.674387E+00   -0.618239E-01    0.686699E+00
     -0.964444      301.250   -0.732385E+00   -0.605572E-01    0.744235E+00
     -0.964444      310.625   -0.788359E+00   -0.592069E-01    0.799763E+00
     -0.964444      320.000   -0.842372E+00   -0.577801E-01    0.853351E+00
     -0.962222       20.000    0.291871E+00   -0.219571E-01   -0.287784E+00
     -0.962222       29.375    0.397491E+00   -0.313393E-01   -0.391324E+00
     -0.962222       38.750    0.475915E+00   -0.398229E-01   -0.467587E+00
     -0.962222       48.125    0.527386E+00   -0.472773E-01   -0.516905E+00
     -0.962222       57.500    0.554621E+00   -0.536385E-01   -0.542101E+00
     -0.962222       66.875    0.561320E+00   -0.589114E-01   -0.546964E+00
     -0.962222       76.250    0.551216E+00   -0.631632E-01   -0.535287E+00
     -0.962222       85.625    0.527614E+00   -0.665058E-01   -0.510397E+00
     -0.962222       95.000    0.493252E+00   -0.690734E-01   -0.475030E+00
     -0.962222      104.375    0.450328E+00   -0.710035E-01   -0.431363E+00
     -0.962222      113.750    0.400589E+00   -0.724232E-01   -0.381114E+00
     -0.962222      123.125    0.345432E+00   -0.734415E-01   -0.325650E+00
     -0.962222      132.500    0.285994E+00   -0.741465E-01   -0.266077E+00
     -0.962222      141.875    0.223218E+00   -0.746059E-01   -0.203310E+00
     -0.962222      151.250    0.157901E+00   -0.748695E-01   -0.138122E+00
     -0.962222      160.625    0.907292E-01   -0.749720E-01   -0.711803E-01
     -0.962222      170.000    0.223004E-01   -0.749366E-01   -0.306438E-02
     -0.962222      179.375   -0.468602E-01   -0.747777E-01    0.657151E-01
     -0.962222      188.750   -0.116291E+00   -0.745037E-01    0.134709E+00
     -0.962222      198.125   -0.185586E+00   -0.741191E-01    0.203524E+00
     -0.962222      207.500   -0.254394E+00   -0.736260E-01    0.271816E+00
     -0.962222      216.875   -0.322409E+00   -0.730254E-01    0.339291E+00
     -0.962222      226.250   -0.389375E+00   -0.723180E-01    0.405698E+00
     -0.962222      235.625   -0.455076E+00   -0.715047E-01    0.470831E+00
     -0.962222      245.000   -0.519338E+00   -0.705869E-01    0.534521E+00
     -0.962222      254.375   -0.582027E+00   -0.695670E-01    0.596640E+00
     -0.962222      263.750   -0.643043E+00   -0.684482E-01    0.657093E+00
     -0.962222      273.125   -0.702316E+00   -0.672343E-01    0.715815E+00
     -0.962222      282.500   -0.759808E+00   -0.659301E-01    0.772773E+00
     -0.962222      291.875   -0.815505E+00   -0.645409E-01    0.827956E+00
     -0.962222      301.250   -0.869416E+00   -0.630725E-01    0.881376E+00
     -0.962222      310.625   -0.921570E+00   -0.615312E-01    0.933064E+00
